x,y,Clay,SOC,pH,CEC
17.93302,53.0331,3,28.7,5.41,9.5
17.91667,52.94385,6,50.7,7.33,22.8
17.88081,52.74771,5,6.4,6.01,3
17.87451,52.71181,9,10,5.85,5.1
17.78975,52.23136,8,17.2,7.63,12.8
17.67171,51.55116,6,38.1,5.5,10.3
17.64633,51.39111,4,9.9,4.32,3.3
17.63567,51.3368,3,4.8,5.07,5.7
17.60687,51.17666,11,11.8,7.08,8
17.5912,51.06882,8,10.5,7.13,6.5
17.58233,51.01523,6,9.2,5.66,5.4
17.82267,52.58876,8,10.3,7.65,6.4
17.73778,52.10669,3,13.7,4.67,2.3
17.54819,50.98141,3,9.3,3.95,4.7
18.05784,54.01856,4,8.3,5.23,3.2
18.00999,53.76875,2,13.8,4.31,5.7
17.97285,53.57245,3,17.9,5.18,3.2
17.77432,52.48357,4,8.8,6.67,1
17.71802,52.16216,3,13.1,5.13,2.4
17.50241,50.87598,8,8.3,6.4,7.4
17.47075,50.6794,53,31.5,6.99,33.9
17.98998,53.82426,4,9.1,4.84,2.9
17.92947,53.50303,4,12.5,4.99,2.5
17.67047,52.0569,8,7.9,6.04,5.2
17.61477,51.73524,5,10.9,6.02,4.9
17.40574,50.44889,9,10.3,6.98,7.3
18.09774,54.53999,6,11.3,5.3,3.3
18.09072,54.5043,6,13.1,5.08,4.9
17.77582,52.82664,3,7.3,6.38,3.6
17.59282,51.77299,8,177.3,4.01,11.3
17.5391,51.45144,2,15.4,5.86,2.2
17.95999,53.98883,4,13,4.44,3.9
17.93966,53.88177,3,18.9,6.14,4.2
17.63997,52.22141,9,13.1,6.75,8.5
17.62768,52.14996,2,7,5.16,3.3
17.48692,51.31036,3,9.3,4.97,3.1
17.47817,51.25676,2,12,4.28,3.4
17.4519,51.09586,3,36.8,4.04,6
17.81655,53.38393,5,12.5,6.06,4.2
17.73538,52.93754,6,9.1,5.6,1
17.70064,52.74135,13,15,6.85,12.4
17.6507,52.45427,3,6.3,6.66,1
17.62308,52.29472,6,14.6,6.69,9.1
17.59554,52.13399,6,7.8,6.44,3.6
17.50839,51.61594,4,14.2,6.53,6.4
17.46129,51.33007,8,26.3,7.32,11.2
17.42962,51.13427,5,5.8,5.75,4.6
17.80626,53.49297,8,9.8,6.31,5
17.71903,53.01105,7,12.2,7.33,8.8
17.52352,51.88578,17,11.5,6.82,10.5
17.33547,50.72422,11,10.2,7.05,9
17.2908,50.43821,18,15.3,6.82,14.7
17.67347,52.92355,2,4.4,6.38,1
17.52521,52.06627,3,9.9,5.29,1
17.92688,54.46073,5,16.8,6.44,4.7
17.65255,52.9593,4,13.1,5.06,2.9
17.431406,51.675122,10,12,5.1,5.6
17.419,51.6033,3,41.4,3.95,4.6
17.87912,54.37344,6,11.3,6.62,3.4
17.67076,53.24934,3,6.7,4.95,3.3
17.53071,52.4451,6,6,5.59,2.9
17.24252,50.67597,12,8.7,5.4,6
17.55357,52.75097,2,7.3,5.78,3.4
17.51058,52.50055,4,9,6.63,2.7
17.5738,53.03822,3,27.4,4.02,4.3
17.51794,52.71674,6,8.8,6.25,2.4
17.383,51.91426,17,12.6,7.51,12.3
17.22775,50.9477,19,25.7,7.58,23.9
17.76044,54.23646,4,7.4,5.81,2.8
17.57948,53.2354,6,9,6.52,6.4
17.52858,52.9508,7,8.5,6.84,4.3
17.43987,52.43273,4,11.9,5.04,3.6
17.42784,52.36133,3,22.3,4.27,4.1
17.21063,51.02101,28,24.1,4.8,17
17.16072,50.69914,15,12.8,5.98,11
17.15523,50.66338,15,10.1,5.93,8.4
17.13616,50.53822,16,17.2,5.64,5.7
17.48661,52.88121,4,5.5,6.35,1
17.43167,52.55967,5,7.1,7.08,6.5
17.29852,51.75587,12,11.5,5.56,6.3
17.78309,54.68651,9,15.3,6.48,6.8
17.63379,53.88319,5,19.1,3.99,6
17.58326,53.59787,8,8.5,6.7,3.3
17.54721,53.40113,6,9,5.73,4.5
17.49089,53.07964,2,4.8,7.28,3.3
17.36041,52.31137,5,6.4,5.92,1
17.19847,51.31055,8,11.3,6.66,7
17.07451,50.50592,18,9,6.26,4.3
17.65243,54.15293,5,11.6,6.19,4.1
17.50171,53.3136,5,9.4,5.82,5.4
17.28406,52.02602,4,6.5,6.71,3.5
17.69479,54.54764,0,298.9,6.02,83.7
17.53803,53.69052,12,8.4,5.09,4.6
17.34429,52.74534,3,7.1,6.63,1
17.33814,52.70988,10,7.3,6.37,5.3
17.31124,52.54906,21,103.4,7.39,49.3
17.1852,51.7801,12,12.3,7.23,6.9
17.0359,50.81515,20,14.1,6.86,5.2
17.21448,52.13985,3,8,4.88,3.3
17.08693,51.33539,16,1,7.84,10
16.96484,50.5307,10,10.4,6.54,6.6
17.5762,54.41048,6,11,5.59,4.8
17.42621,53.57053,4,4.2,6.28,2
17.36902,53.24871,6,10.8,6.78,4.6
17.32393,52.96266,7,10.2,5.2,4.6
17.0612,51.35506,14,17.8,6.92,12.2
17.53214,54.3406,5,28.4,5.99,6
17.36157,53.37637,5,9.4,6.85,5.3
17.09668,51.76804,8,9.1,6.4,6.2
16.94843,50.8024,16,14,6.2,12.3
16.87199,50.28366,14,30.8,4.19,7.7
17.4793,54.21776,6,11.5,5.25,5.9
17.3378,53.41392,5,14.1,4.9,2.6
17.25593,52.93151,5,7.2,5.97,1
17.22914,52.77068,6,6.6,6.53,6
17.15021,52.28813,11,17.8,6.63,14.1
17.10025,51.96484,6,8.9,5.67,3.7
17.02318,51.48367,4,10.7,4.04,1
16.99846,51.32274,11,14.9,6.65,11
17.50028,54.50534,6,11.6,6.74,6.8
17.35722,53.70158,2,26.1,4.54,5.7
17.30169,53.38,4,13.3,4.89,3.2
17.0414,51.77179,13,16,7.6,10.6
16.87602,50.69849,12,10.1,6.38,8.4
17.44715,54.3822,4,14.4,4.31,4.3
17.38967,54.06067,4,10.2,5.4,3
16.91692,51.16523,5,13.2,4.43,2.8
16.79842,50.36026,13,18.9,5.26,6.7
16.78042,50.23496,18,27.9,4.19,10.8
17.12602,52.68664,6,10.3,6.01,5.5
17.00338,51.91797,20,8.6,7.4,14.4
16.92894,51.43491,6,11.7,6.24,8.4
16.82751,50.75553,9,11.7,6.8,9.2
17.43801,54.67152,6,24.2,4.46,3.8
17.37947,54.35017,4,16.9,3.98,2.7
17.28836,53.83209,5,5.6,5.62,4.9
16.83075,50.97184,33,25.1,6.63,25.8
17.34571,54.33413,5,12.8,5.49,4.4
17.11665,52.99401,6,9.7,5.28,5
16.96211,52.02868,15,12.7,6.76,9
16.95099,51.95717,2,6.1,7.16,3.8
16.90155,51.63356,14,18.5,7.04,14.8
16.8235,51.11663,9,11.4,6.02,6.1
16.79187,50.90195,18,15.3,5.82,13.3
16.77618,50.79465,18,71,7.26,50.3
16.75288,50.63359,16,27.9,5.5,29
16.7119,50.34735,21,14.3,6.49,14.1
17.16109,53.44254,3,8.8,4.8,3.9
17.32251,54.55214,6,19.2,4.31,4.4
17.25006,54.14124,7,16.2,5.47,5.8
17.04859,52.94387,2,8,4.92,2.1
16.87114,51.8175,7,11.2,6.56,7.1
16.82778,51.53134,8,25,5.04,5.7
16.64575,50.27903,25,52.2,6.87,26.3
16.76445,51.3005,4,17.4,4.43,1
16.67089,50.65644,14,13.5,5.99,11.7
16.94358,52.6613,7,9,5.62,7.2
16.70709,51.10539,9,10.9,6.87,9.7
16.57989,50.21066,18,51.1,4.58,10.2
17.006,53.23509,8,6,5.73,3.7
16.96254,52.96694,1,22,4.31,3.9
16.66055,50.9818,14,10.9,7.25,10.6
17.19944,54.55937,4,25.4,4.28,4.5
16.85949,52.50379,7,9.9,4.8,2.5
16.78519,52.02097,4,6.1,5.99,3.3
16.73098,51.66231,7,14.4,7.17,12.6
16.59138,50.69712,9,13.6,4.84,5.4
16.57908,50.80508,9,22.4,6.02,9.5
16.96881,53.56204,3,23.9,5.6,2.8
16.67651,51.68445,4,33.4,4.67,8.5
16.56012,50.87926,16,10.9,6.07,9.1
16.50756,50.50345,18,13.6,6.92,12.9
16.95339,53.65314,4,9.3,6.06,4.5
16.84961,53.00953,2,6.8,5.34,4
16.78802,52.61614,8,8.6,7.07,4.2
16.749522,52.365766,3,6.1,4.91,1
16.65316,51.72163,6,19.5,5.42,7.1
16.63204,51.6163,15,14.4,6.86,13.9
16.9704,53.94088,4,11.5,6.11,5
16.71483,52.33166,5,8.5,6.96,3.7
16.5287,51.04501,29,20.3,7.58,26.2
17.05168,54.60397,6,11.2,6.02,7
17.0029,54.31797,7,9,5.98,3.5
16.682901,52.315422,11,5.3,7.83,7.3
16.6695,52.22599,5,7.7,5.14,2.8
16.55117,51.42094,5,7.1,5.57,5.6
16.43793,50.61562,20,41.2,5.15,12.7
16.41589,50.45452,2,133.7,3.86,12.4
16.89507,53.85493,5,15.8,7.43,7.3
16.84856,53.56888,4,9.1,5.28,2.7
16.67256,52.44227,8,42.6,7.58,23.5
16.62426,52.1203,2,4.4,5.85,2.5
16.6006,51.95613,5,9.5,6.73,5.4
16.43939,50.83194,17,12,6.14,9.7
16.984,54.5717,1,19.5,3.96,3.1
16.93572,54.28569,5,10.4,5.5,1
16.80417,53.48117,6,7.5,5.76,4.1
16.65406,52.51546,20,53.2,7.47,32.4
16.637865,52.408141,12,16.2,7.75,15.9
16.624452,52.318703,4,13.9,7.49,5.8
16.60046,52.15771,3,7.9,6.11,2.2
16.47345,51.28152,5,14.9,5.57,4.3
16.82292,53.786841,5,14,6.17,5.3
16.77133,53.46497,5,10.7,5.67,4.9
16.73743,53.25039,2,34.5,4.5,5.3
16.49456,51.64029,5,24.1,6.23,9.5
16.3828,50.83512,16,12.6,4.87,7.4
16.66322,52.9659,2,7.7,5.48,2.3
16.54752,52.19673,6,8,6.48,5.4
16.34232,50.74718,12,19.7,5.55,10.4
16.87663,54.48747,13,32.7,4.16,7.5
16.82337,54.16568,7,17.9,5.27,4
16.66941,53.20005,6,8.2,6.55,4.5
16.55266,52.43092,3,12.7,4.08,8
16.547349,52.395132,3,5.5,5.09,17.4
16.36811,51.14292,10,9,5.5,3.7
16.29712,50.62341,12,8.8,6.5,6.6
16.61756,53.05861,0,365.7,6.09,171.4
16.510161,52.343071,6,7.3,5.64,2.3
16.38675,51.48416,8,13.4,5.89,5.4
16.36429,51.32311,5,16.9,4.08,2.8
16.80038,54.40148,7,15.5,5.77,4.8
16.55801,52.86348,4,14.9,5.38,5.8
16.494048,52.434129,5,8.3,5.83,3.6
16.42492,51.95193,4,8.9,5.19,2.8
16.41638,51.89744,4,16.8,4.44,4.5
16.34807,51.41415,13,12.8,4.9,6.5
16.31645,51.18159,18,13.1,6.92,14.9
16.2599,50.76971,0,258.1,6.33,16.6
16.475249,52.507293,15,22.3,7.86,19.3
16.27018,51.05813,19,12.5,6.9,15.5
16.54466,53.17081,12,12.4,6.59,7.7
16.45374,52.56257,4,9.4,6.56,5.5
16.38374,52.07945,3,10.4,5.54,5.3
16.24909,51.11294,19,10.5,6.42,11.3
16.23941,51.04134,11,8.1,6.99,5.3
16.432231,52.617829,4,8,6.12,3.7
16.16331,50.68477,11,15.6,5.66,7.8
16.58384,53.81804,0,368.9,4.18,35.8
16.29281,51.84989,3,21.3,4.18,2.3
16.27531,51.72463,11,18.2,6.34,12.7
16.24807,51.52776,4,3.8,4.75,1
16.16584,50.91905,12,12.1,5.97,7.7
16.42062,52.94305,3,28.1,4.12,5.6
16.26641,51.86937,4,6.6,4.56,1
16.19261,51.33236,8,8.8,5.21,2.9
16.15199,51.24438,16,7.1,7.89,13.4
16.10918,50.92208,21,44.7,5.99,19.1
16.45188,53.75291,11,11.6,5.89,9
16.3632,53.16251,1,17.8,4.09,3.9
16.22433,52.19613,3,10.1,5.99,3
16.19409,51.98116,3,15.2,6.47,5.8
16.17219,51.82025,2,18.7,4.56,2.9
16.07092,51.06874,15,10.5,6,8.1
16.04308,50.85342,24,24,5.03,10.8
16.02221,50.69226,16,40,5.98,13.9
16.4739,54.09441,2,21.3,4.48,3.3
16.42438,53.77239,12,8.6,5.96,4.8
16.41895,53.73661,2,8.2,5.38,4.4
16.394589,53.575601,4,8.1,6.54,3.2
16.29161,52.87775,28,153.7,5.96,42.5
16.17771,52.0724,2,23.4,4.79,4.1
16.11895,51.64276,11,11.6,7.34,11.3
16.10206,51.51744,2,7.1,4.57,4.7
16.03605,51.23208,9,9.7,5.22,3.5
16.42674,54.18705,6,14.1,5.63,4.7
16.3478,53.6682,2,32.7,4.01,5.8
16.29472,53.31035,3,10.9,6.23,3.6
16.13425,52.18279,2,21.8,4.25,1
16.12196,52.09333,4,15.6,6.53,7.7
16.10005,51.93219,3,12,5.02,1
16.02563,51.3772,7,13.4,6.41,7.2
16.40448,54.2423,3,9.1,4.99,3.4
16.283143,53.437146,7,17.2,5.06,2
15.95045,51.02048,23,18.8,4.86,7.5
16.37956,54.27881,7,12,5.74,2.7
16.29543,53.72501,4,11.8,4.56,1
16.247913,53.402909,5,19.5,7.21,9.5
16.17824,52.91971,3,8.7,5.39,3.7
16.31821,54.28282,10,13.2,5.07,7.2
15.91141,51.38345,6,10.9,5.53,3.7
15.89493,51.25767,6,8.4,4.98,2.7
16.11456,53.10324,2,28.8,4.26,5.3
15.98126,52.13655,6,58.4,7.19,25.6
15.89629,51.49194,2,8.7,5.87,1
16.23552,54.14279,7,16.7,5.97,7.6
15.95454,52.15596,12,20.6,7.36,16.1
15.82458,51.15321,13,9.3,6.86,12.1
15.8151,51.08145,13,13,6.49,9.9
16.16274,53.858,4,13.5,5.35,1
16.12889,53.62532,16,10.4,6.22,7.1
16.092894,53.374712,4,25.6,4.02,2.5
16.174556,54.145859,7,18.6,5.6,7.6
15.90345,52.21268,3,19.1,6.12,6
15.84004,51.72909,32,34.4,6.24,23.7
15.73809,50.92306,15,22.8,7.47,15.1
16.09432,53.80745,4,10.1,4.22,1
15.77546,51.67818,4,7.4,4.64,2.3
15.80414,52.12739,2,17.3,5.59,3.6
15.69487,51.26764,7,9.7,6.55,4.1
15.65083,50.90934,16,20.2,4.88,7
16.00615,53.82974,5,11.4,6.68,6.2
15.98326,53.66863,7,12,4.69,3.6
15.93074,53.292672,6,11.1,5.08,3
15.82896,52.54068,5,7.1,6.35,5.5
15.67735,51.35862,4,21.8,5.93,4.1
15.928063,53.491087,13,8.2,6.29,6
15.84006,52.84653,7,29.7,7.12,17.8
15.77608,52.36304,3,20.2,5.03,3.6
15.7137,51.87954,11,11.6,7.05,8.7
15.95771,53.9222,9,30.2,4.58,4.1
15.91292,53.59999,5,13.8,6.55,5
15.8033,52.79425,2,20.3,4,4.6
15.9304,53.94159,7,9,6.06,3.9
15.71292,52.33007,5,7.9,7.03,6.6
15.67169,52.0077,23,18.3,6.73,15.2
15.65135,51.84647,7,24.2,6.46,17.7
15.63791,51.73909,8,10.2,7.49,8.8
15.53948,50.93276,12,32.5,5.05,10.7
15.60006,51.66874,10,12.8,5.72,6.5
15.52175,51.02371,12,19.5,4.71,7.3
15.74529,53.03134,4,7,4.57,1
15.8047,53.69534,5,15.1,4.17,1
15.79982,53.6595,5,10.9,5.47,4.3
15.59355,52.08344,5,9.6,5.21,4.4
15.57784,51.95811,2,9.7,4.56,3.9
15.47977,51.15182,11,9.5,5.47,7.1
15.43858,51.04572,11,13,4.31,5.5
15.41964,50.88435,0,274.1,3.83,26.5
15.788472,54.020465,13,10.5,6.07,7.6
15.717745,53.501192,5,9.8,6.84,5.5
15.6867,53.26838,9,18.1,4.41,3.1
15.39963,50.95739,23,20,4.73,7.1
15.755567,54.003995,14,33.4,5.18,11.9
15.46466,51.74719,3,8.2,4.86,3.7
15.7008,53.82635,5,7.4,5.07,3.4
15.59431,53.02044,4,16,4.24,1
15.55756,52.73387,11,106.6,6.58,44.9
15.49691,52.25018,4,5.5,6.92,1
15.41427,51.56935,3,3.1,6.63,2.2
15.59933,53.29047,10,11.9,5.5,3.2
15.53713,52.80688,4,17.5,5.1,6.9
15.49653,52.48444,4,45.8,4,6.2
15.678754,54.11632,13,7.9,6.29,6.4
15.5928,53.47097,8,45.5,7.07,23.8
15.52569,52.95155,10,8.4,7.24,7.8
15.629654,53.973532,4,16,4.01,5.5
15.58622,53.65145,6,9.8,7.02,4.7
15.56043,53.45444,8,15.1,5.53,5.3
15.51196,53.07829,4,8.6,4.29,1
15.4915,52.91709,10,9.2,7,7.9
15.48243,52.84542,4,13.1,4.23,3.1
15.4224,52.36171,9,8.8,6.04,6.1
15.30703,51.39408,2,14.7,5.83,1
15.602564,54.012561,7,11.9,5.38,6.3
15.30124,51.59253,5,49.2,4.15,4.8
15.55405,53.86917,2,25.6,4.85,4.6
15.47055,53.22432,2,6.6,4.71,1
15.46599,53.18848,7,7.3,6.18,5
15.45467,53.09892,7,7,5.02,4.7
15.37154,52.6703,6,7.7,4.47,6.7
15.48876,53.83606,4,10.7,6.96,6
15.47943,53.7644,3,24.6,4.13,2.9
15.46786,53.67484,16,13.2,7.6,12.5
15.38618,53.02994,8,7.6,5.15,3.9
15.35079,52.74328,5,8.7,5.81,4.8
15.3074,52.38493,5,28.3,5.95,5.6
15.1943,51.41718,3,5.9,5.06,1
15.18006,51.29169,4,48.7,4.12,7.1
15.14349,51.22129,13,43.3,5,8.6
15.13151,51.11375,14,19.2,6.91,11.2
15.17356,51.74236,3,6.9,6.84,1
15.15928,51.61692,19,20,4.23,6.8
15.32563,53.26682,7,13.3,4.36,4.7
15.30574,53.10556,6,9.3,4.82,6.5
15.2708,52.81888,3,28.5,4.01,4.3
15.08292,51.20669,10,13.3,4.47,3.9
15.36983,53.85936,2,19.5,4.67,4.3
15.34257,53.64438,0,342.2,6.18,115.8
15.26938,53.05312,17,17.7,6.57,9.8
15.24339,52.83811,0,431.2,4.84,111.8
15.0936,51.54772,4,11.2,4.3,5.4
15.18605,52.60642,3,27.8,4.28,4.9
15.09291,51.79992,12,49.8,6.03,12.4
15.28897,53.70077,3,12.9,4.53,4.4
15.24905,53.37826,3,6.3,5.82,2.4
15.042,51.60404,4,63,4.12,7.1
15.261039,53.71998,5,31.5,5.8,10.3
15.12087,52.55521,2,38.1,4.25,3.9
15.10633,52.42979,3,55.9,3.92,4.6
15.07344,52.14297,2,9,4.61,1
15.02912,51.74865,1,10.3,6,5.6
15.2219,53.6496,7,14.9,5.85,6.7
15.16318,53.16581,5,5.9,7.25,6.8
15.06874,52.3593,4,18.5,4.51,2.3
15.23606,54.00926,8,69.7,4.28,8.5
15.20714,53.77634,6,14.7,5.86,5.9
15.10999,52.96993,7,4.7,4.73,4
15.08482,52.75488,5,7.3,4.69,1
15.07237,52.64735,23,18.6,5.45,18.7
14.95363,51.58976,8,19.3,5.02,7.6
14.9458,51.51805,3,7.2,5.39,2.4
15.1681,53.70594,6,13.6,5.37,3.4
15.12268,53.32962,5,8.5,5.38,1
15.1035,53.16834,9,11.4,7.22,8.5
15.1796,54.04768,9,9.9,4.78,4.1
15.17517,54.01184,9,28.1,4.58,7
15.09697,53.36674,3,10.2,6.23,9.6
15.07787,53.20543,16,17.3,5.2,10.6
15.06315,53.08,11,7.9,5.49,6.1
15.00724,52.59607,17,80.4,5.21,27.8
15.00436,52.83031,7,60.2,5.97,35.5
15.05184,53.4947,13,29.7,6.87,14.1
14.92825,52.41925,3,14.9,4.09,1
15.05796,53.80061,3,40.8,4.36,5.4
15.03235,53.58556,5,6.1,6.55,4.8
14.96762,53.02994,9,17,6.67,9.1
14.89096,52.34877,2,7,5.84,6.6
14.80764,51.57784,17,3.3,4.11,5.7
14.93264,53.24748,16,18.1,6.68,15.2
14.91829,53.12201,10,9.9,7.02,5.8
14.89598,52.92482,5,5.3,4.89,3.1
14.7724,51.79543,3,9,5.26,5.9
14.87634,53.01566,8,10,5.01,4.9
14.84037,52.69298,3,22.6,4.51,3.9
14.9431,53.85933,6,14.7,5.46,9.7
14.90972,53.57257,4,13.4,6.67,6.3
14.84261,52.98102,15,57.1,7.82,32
14.87759,53.55584,1,10.3,5.56,3.4
14.76377,52.53401,7,22.3,7.49,18
14.827474,53.64788,4,122.5,3.6,7.1
14.70304,52.51843,4,6.2,4.69,1
14.74531,53.18297,4,5.6,4.1,2.8
14.71594,52.91403,6,35.6,4.01,7.1
14.69851,52.75266,7,6.5,7.48,6.1
14.6442,52.52073,23,13.9,7.21,19
14.69145,53.23907,9,6.8,6.17,6
14.63429,52.97004,9,11.1,7.44,7.6
14.57423,52.41541,37,20.9,7.47,28.1
14.60365,53.26046,5,10.6,5.2,1
14.55478,53.08228,7,7.6,7.18,5.4
14.53784,52.92089,13,13.3,6.26,7.2
14.5325,52.86703,8,33.4,5.85,12.5
14.52685,53.10134,9,12.2,6.9,8.6
14.47652,53.19322,2,5.4,5.01,1
14.44329,52.87043,12,12.1,7.31,15.3
14.41545,52.88946,6,6.6,5.27,4.2
14.31454,53.07313,4,5,8.48,6.8
14.26535,52.87688,13,13.4,6.29,5.8
